ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value (€),Wage (€),Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Joined,Loaned From,Contract Valid Until,Height,Weight,Release Clause (€),Kit Number,Best Overall Rating
259913,H. Sudakov,19,https://cdn.sofifa.net/players/259/913/23_60.png,Ukraine,https://cdn.sofifa.net/flags/ua.png,67,80,Shakhtar Donetsk,https://cdn.sofifa.net/teams/101059/30.png,2400000.0,500.0,1710,Right,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),No,LCM,"Jul 1, 2019",,2026,177cm,68kg,6800000.0,25,
241953,R. Slater,22,https://cdn.sofifa.net/players/241/953/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,63,72,Hull City,https://cdn.sofifa.net/teams/1952/30.png,1100000.0,3000.0,1710,Right,1.0,3.0,2.0,Medium/ Medium,Lean (170-185),No,RCM,"Jan 27, 2022",,2024,173cm,65kg,2300000.0,27,
243591,Fernando Andrade,29,https://cdn.sofifa.net/players/243/591/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,69,69,FC Porto,https://cdn.sofifa.net/teams/236/30.png,1400000.0,7000.0,1710,Right,1.0,2.0,3.0,High/ Medium,Normal (170-185),No,RES,"Jan 4, 2019",,2023,180cm,79kg,2800000.0,38,
240319,T. Tillman,23,https://cdn.sofifa.net/players/240/319/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,68,75,SpVgg Greuther Fürth,https://cdn.sofifa.net/teams/165/30.png,2400000.0,4000.0,1710,Right,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),Yes,RCM,"Jan 3, 2020",,2023,183cm,74kg,4300000.0,21,
259776,R. Lagos,26,https://cdn.sofifa.net/players/259/776/23_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,69,72,Club Alianza Lima,https://cdn.sofifa.net/teams/111010/30.png,1700000.0,500.0,1710,Left,1.0,2.0,2.0,Medium/ Medium,Lean (170-185),No,LB,"Mar 8, 2021",,2023,175cm,70kg,3900000.0,13,
199627,H. Pell,30,https://cdn.sofifa.net/players/199/627/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,64,64,Accrington Stanley,https://cdn.sofifa.net/teams/110313/30.png,550000.0,2000.0,1710,Right,1.0,3.0,2.0,High/ High,Normal (185+),No,SUB,"Jul 1, 2021",,2024,193cm,85kg,963000.0,18,
239443,D. McNamara,23,https://cdn.sofifa.net/players/239/443/23_60.png,Republic of Ireland,https://cdn.sofifa.net/flags/ie.png,68,74,Millwall,https://cdn.sofifa.net/teams/97/30.png,1800000.0,5000.0,1710,Right,1.0,2.0,2.0,High/ High,Lean (170-185),No,SUB,"Jun 3, 2017",,2023,174cm,72kg,3800000.0,2,
254201,C. Cuero,25,https://cdn.sofifa.net/players/254/201/22_60.png,Ecuador,https://cdn.sofifa.net/flags/ec.png,66,69,Sociedad Deportiva Aucas,https://cdn.sofifa.net/teams/110987/30.png,1000000.0,500.0,1710,Left,1.0,2.0,2.0,High/ Low,Normal (170-185),No,LB,"May 22, 2019",,2023,183cm,79kg,2200000.0,21,
264718,J. Bejarano,26,https://cdn.sofifa.net/players/264/718/23_60.png,Bolivia,https://cdn.sofifa.net/flags/bo.png,64,67,Independiente Petrolero,https://cdn.sofifa.net/teams/115517/30.png,700000.0,500.0,1710,Right,1.0,3.0,3.0,Medium/ High,Normal (170-185),No,SUB,"Jan 1, 2021",,2023,172cm,71kg,1600000.0,21,
263943,Javi Serrano,19,https://cdn.sofifa.net/players/263/943/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,64,80,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,1400000.0,5000.0,1710,Right,1.0,3.0,2.0,Medium/ High,Normal (170-185),No,RES,"Jul 1, 2020",,2026,175cm,70kg,3700000.0,26,
263252,Quévin Castro,20,https://cdn.sofifa.net/players/263/252/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,61,75,Burton Albion,https://cdn.sofifa.net/teams/15015/30.png,800000.0,4000.0,1709,Right,1.0,4.0,4.0,High/ Medium,Lean (185+),No,SUB,,"<a href=""/team/109/west-bromwich-albion/"">West Bromwich Albion</a>","Jun 30, 2023",192cm,77kg,,32,
236532,R. Koch,25,https://cdn.sofifa.net/players/236/532/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,76,80,Leeds United,https://cdn.sofifa.net/teams/8/30.png,9500000.0,33000.0,1709,Right,2.0,4.0,2.0,Medium/ High,Lean (185+),Yes,SUB,"Aug 29, 2020",,2024,191cm,83kg,18800000.0,5,
256695,N. Boranijašević,30,https://cdn.sofifa.net/players/256/695/23_60.png,Serbia,https://cdn.sofifa.net/flags/rs.png,69,69,FC Zürich,https://cdn.sofifa.net/teams/894/30.png,1200000.0,8000.0,1709,Right,1.0,4.0,3.0,Medium/ Medium,Lean (170-185),No,RM,"Jun 18, 2021",,2024,182cm,70kg,1800000.0,19,
212516,J. Souttar,25,https://cdn.sofifa.net/players/212/516/23_60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png,71,75,Rangers FC,https://cdn.sofifa.net/teams/86/30.png,2300000.0,27000.0,1709,Right,1.0,4.0,2.0,Medium/ Medium,Stocky (185+),No,SUB,"Jun 30, 2022",,2026,189cm,75kg,4300000.0,16,
258953,I. Niskanen,24,https://cdn.sofifa.net/players/258/953/23_60.png,Finland,https://cdn.sofifa.net/flags/fi.png,65,69,Dundee United,https://cdn.sofifa.net/teams/181/30.png,1000000.0,2000.0,1709,Left,1.0,5.0,3.0,Medium/ Low,Normal (170-185),No,SUB,"Aug 20, 2021",,2023,177cm,78kg,1800000.0,7,
260663,G. Torres,21,https://cdn.sofifa.net/players/260/663/22_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,63,74,Club Atlético Talleres,https://cdn.sofifa.net/teams/112670/30.png,1100000.0,2000.0,1709,Right,1.0,3.0,2.0,High/ Medium,Normal (170-),No,RES,"Jan 1, 2019",,2024,170cm,64kg,1900000.0,27,
205850,L. Pavoletti,33,https://cdn.sofifa.net/players/205/850/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,73,73,Cagliari,https://cdn.sofifa.net/teams/1842/30.png,1900000.0,5000.0,1709,Right,2.0,3.0,3.0,High/ Low,Normal (185+),No,RS,"Aug 30, 2017",,2024,188cm,85kg,3000000.0,30,
263718,F. Paradela,23,https://cdn.sofifa.net/players/263/718/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,65,74,Club Atlético Sarmiento,https://cdn.sofifa.net/teams/112713/30.png,1600000.0,3000.0,1709,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,SUB,"May 1, 2021",,2024,178cm,69kg,2600000.0,39,
241827,Martín,26,https://cdn.sofifa.net/players/241/827/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,73,76,Futebol Clube de Famalicão,https://cdn.sofifa.net/teams/112809/30.png,3700000.0,8000.0,1709,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,RB,"Jul 19, 2022",,2025,178cm,69kg,8000000.0,32,
229163,C. Slattery,23,https://cdn.sofifa.net/players/229/163/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,65,72,Motherwell,https://cdn.sofifa.net/teams/83/30.png,1300000.0,2000.0,1709,Right,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),Yes,CDM,"Jul 24, 2021",,2024,180cm,80kg,2500000.0,8,
258025,A. Aganović,34,https://cdn.sofifa.net/players/258/025/23_60.png,Croatia,https://cdn.sofifa.net/flags/hr.png,64,64,Sepsi OSK Sf. Gheorghe,https://cdn.sofifa.net/teams/113378/30.png,275000.0,3000.0,1709,Right,1.0,3.0,3.0,Medium/ High,Stocky (170-185),No,SUB,"Aug 11, 2020",,2023,180cm,76kg,371000.0,77,
250724,N. Ngoumou,22,https://cdn.sofifa.net/players/250/724/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,69,80,Toulouse Football Club,https://cdn.sofifa.net/teams/1809/30.png,3100000.0,9000.0,1709,Right,1.0,2.0,3.0,High/ Medium,Lean (170-185),No,RW,"May 24, 2019",,2024,182cm,70kg,6800000.0,29,
264310,N. Makhubela,28,https://cdn.sofifa.net/players/264/310/23_60.png,South Africa,https://cdn.sofifa.net/flags/za.png,64,64,Orlando Pirates,https://cdn.sofifa.net/teams/110930/30.png,600000.0,500.0,1709,Right,1.0,3.0,3.0,High/ Medium,Lean (170-),No,RES,"Aug 20, 2021",,2023,166cm,57kg,1300000.0,28,
254559,Reko Silva,21,https://cdn.sofifa.net/players/254/559/21_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,61,71,Portimonense SC,https://cdn.sofifa.net/teams/10031/30.png,725000.0,1000.0,1709,Left,1.0,3.0,3.0,High/ High,Lean (170-185),No,RES,"Sep 13, 2020",,2023,175cm,67kg,1700000.0,80,
256418,F. Jørgensen,20,https://cdn.sofifa.net/players/256/418/23_60.png,Norway,https://cdn.sofifa.net/flags/no.png,63,77,Odds BK,https://cdn.sofifa.net/teams/1456/30.png,1200000.0,950.0,1709,Right,1.0,2.0,3.0,Medium/ Medium,Normal (170-185),No,LCM,"Feb 27, 2020",,2024,178cm,74kg,2300000.0,7,
253996,T. Burey,21,https://cdn.sofifa.net/players/253/996/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,65,74,Millwall,https://cdn.sofifa.net/teams/97/30.png,1600000.0,3000.0,1709,Right,1.0,3.0,3.0,Medium/ Low,Normal (185+),No,SUB,"Jul 1, 2019",,2026,187cm,78kg,3400000.0,14,
254786,Atienza,23,https://cdn.sofifa.net/players/254/786/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,68,77,Burgos CF,https://cdn.sofifa.net/teams/10846/30.png,2500000.0,3000.0,1709,Right,1.0,3.0,3.0,Medium/ Medium,Normal (185+),No,LCM,"Jul 8, 2022",,2024,186cm,77kg,4400000.0,5,
256177,J. Hidalgo,21,https://cdn.sofifa.net/players/256/177/23_60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png,65,71,Estudiantes de Mérida,https://cdn.sofifa.net/teams/111332/30.png,1100000.0,500.0,1709,Right,1.0,3.0,3.0,High/ High,Lean (170-),No,RES,"Mar 1, 2020",,2023,167cm,58kg,2600000.0,26,
267794,P. Quispe,19,https://cdn.sofifa.net/players/267/794/22_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,63,73,Club Universitario de Deportes,https://cdn.sofifa.net/teams/111014/30.png,1000000.0,500.0,1708,Right,1.0,3.0,4.0,High/ Medium,Lean (170-),No,CAM,"Jan 1, 2021",,2025,170cm,69kg,2400000.0,36,
251380,L. Brassier,22,https://cdn.sofifa.net/players/251/380/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,72,79,Stade Brestois 29,https://cdn.sofifa.net/teams/378/30.png,4400000.0,13000.0,1708,Left,1.0,2.0,2.0,High/ Medium,Normal (185+),No,LB,"Jul 1, 2021",,2024,186cm,78kg,9700000.0,3,
255036,R. Königsdörffer,20,https://cdn.sofifa.net/players/255/036/23_60.png,Ghana,https://cdn.sofifa.net/flags/gh.png,67,77,Hamburger SV,https://cdn.sofifa.net/teams/28/30.png,2200000.0,5000.0,1708,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,SUB,"Jul 1, 2022",,2026,182cm,78kg,4000000.0,11,
266696,Braima Sambú,20,https://cdn.sofifa.net/players/266/696/22_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,63,73,Belenenses SAD,https://cdn.sofifa.net/teams/1889/30.png,1000000.0,1000.0,1708,Right,1.0,2.0,2.0,Medium/ Medium,Normal (170-185),No,LCM,"Jul 1, 2020",,2024,172cm,64kg,2300000.0,45,
265651,L. Calodat,20,https://cdn.sofifa.net/players/265/651/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,62,75,AS Saint-Étienne,https://cdn.sofifa.net/teams/1819/30.png,925000.0,1000.0,1708,Left,1.0,3.0,2.0,High/ Medium,Normal (170-185),No,RES,"Jul 1, 2020",,2023,171cm,64kg,2200000.0,34,
225161,Vallejo,25,https://cdn.sofifa.net/players/225/161/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,75,79,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,7000000.0,90000.0,1708,Right,1.0,3.0,2.0,Low/ Medium,Lean (170-185),Yes,SUB,"Jul 31, 2015",,2024,184cm,79kg,14900000.0,5,
242003,D. Foulon,23,https://cdn.sofifa.net/players/242/003/23_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,68,77,Benevento,https://cdn.sofifa.net/teams/112026/30.png,2600000.0,2000.0,1708,Left,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,LB,"Sep 1, 2020",,2023,180cm,78kg,4700000.0,18,
252861,S. Russo,22,https://cdn.sofifa.net/players/252/861/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,64,74,SV Waldhof Mannheim 07,https://cdn.sofifa.net/teams/110532/30.png,1200000.0,1000.0,1708,Right,1.0,3.0,2.0,Low/ High,Normal (170-185),No,RDM,"Mar 14, 2021",,2023,183cm,75kg,2000000.0,6,
266442,H. Nakahara,24,https://cdn.sofifa.net/players/266/442/22_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,65,66,Cerezo Osaka,https://cdn.sofifa.net/teams/101148/30.png,875000.0,2000.0,1708,Right,1.0,3.0,2.0,High/ Medium,Normal (170-),No,RM,"Dec 28, 2021",,2023,169cm,66kg,1200000.0,41,
251981,M. Huard,24,https://cdn.sofifa.net/players/251/981/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,68,70,Brescia,https://cdn.sofifa.net/teams/190/30.png,1400000.0,2000.0,1708,Left,1.0,2.0,2.0,Medium/ High,Normal (170-185),No,LB,"Sep 14, 2021",,2024,178cm,71kg,2300000.0,3,
258442,D. Tetek,19,https://cdn.sofifa.net/players/258/442/23_60.png,Serbia,https://cdn.sofifa.net/flags/rs.png,64,77,Reading,https://cdn.sofifa.net/teams/1793/30.png,1300000.0,2000.0,1708,Right,1.0,5.0,2.0,Medium/ High,Lean (170-185),No,SUB,"Jul 1, 2019",,2023,177cm,65kg,3300000.0,16,
266310,C. Zabala,24,https://cdn.sofifa.net/players/266/310/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,64,69,Club Atlético Tigre,https://cdn.sofifa.net/teams/111715/30.png,875000.0,3000.0,1708,Right,1.0,3.0,3.0,Medium/ Medium,Lean (185+),No,SUB,"Oct 26, 2020",,2023,187cm,77kg,1400000.0,27,
241379,O. Bailey,22,https://cdn.sofifa.net/players/241/379/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,67,78,Birmingham City,https://cdn.sofifa.net/teams/88/30.png,2300000.0,11000.0,1708,Left,1.0,3.0,3.0,High/ Medium,Lean (170-185),No,SUB,"Dec 8, 2016",,2023,178cm,70kg,4800000.0,37,
203095,S. Gannon,30,https://cdn.sofifa.net/players/203/095/23_60.png,Republic of Ireland,https://cdn.sofifa.net/flags/ie.png,65,65,Shamrock Rovers,https://cdn.sofifa.net/teams/306/30.png,625000.0,1000.0,1708,Right,1.0,3.0,2.0,High/ Medium,Lean (170-185),No,SUB,"Dec 16, 2020",,2023,183cm,67kg,969000.0,2,
236344,J. Molumby,22,https://cdn.sofifa.net/players/236/344/23_60.png,Republic of Ireland,https://cdn.sofifa.net/flags/ie.png,67,76,West Bromwich Albion,https://cdn.sofifa.net/teams/109/30.png,2300000.0,10000.0,1708,Right,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,RDM,"Jun 10, 2022",,2025,176cm,68kg,4800000.0,14,
270856,G. Carriero,24,https://cdn.sofifa.net/players/270/856/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,64,69,Cittadella,https://cdn.sofifa.net/teams/111993/30.png,875000.0,750.0,1707,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,SUB,"Jul 18, 2022",,2025,177cm,72kg,1400000.0,20,
266270,A. Ramsey,19,https://cdn.sofifa.net/players/266/270/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,62,80,Norwich City,https://cdn.sofifa.net/teams/1792/30.png,1000000.0,7000.0,1707,Right,1.0,3.0,4.0,High/ Medium,Lean (170-185),No,SUB,,"<a href=""/team/2/aston-villa/"">Aston Villa</a>","Jun 30, 2023",181cm,73kg,,20,
209401,D. Anderson,27,https://cdn.sofifa.net/players/209/401/23_60.png,Suriname,https://cdn.sofifa.net/flags/sr.png,66,66,Lazio,https://cdn.sofifa.net/teams/46/30.png,825000.0,11000.0,1707,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,RES,"Aug 3, 2018",,2023,175cm,68kg,1400000.0,2,
263882,A. Fadera,20,https://cdn.sofifa.net/players/263/882/23_60.png,Gambia,https://cdn.sofifa.net/flags/gm.png,63,74,SV Zulte Waregem,https://cdn.sofifa.net/teams/15005/30.png,1100000.0,2000.0,1707,Right,1.0,4.0,2.0,High/ Medium,Lean (170-185),No,SUB,"Aug 3, 2021",,2025,181cm,69kg,1800000.0,7,
261207,M. Katona,24,https://cdn.sofifa.net/players/261/207/22_60.png,Hungary,https://cdn.sofifa.net/flags/hu.png,63,70,Ferencvárosi TC,https://cdn.sofifa.net/teams/1874/30.png,950000.0,500.0,1707,Right,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,RES,"Jan 21, 2021",,2023,176cm,63kg,2300000.0,24,
257711,R. Calafiori,20,https://cdn.sofifa.net/players/257/711/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,68,80,Roma,https://cdn.sofifa.net/teams/52/30.png,2800000.0,14000.0,1707,Left,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,RES,"Oct 27, 2019",,2025,183cm,78kg,5300000.0,13,
242835,L. Balerdi,23,https://cdn.sofifa.net/players/242/835/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,75,81,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,8000000.0,26000.0,1707,Right,1.0,3.0,2.0,Medium/ Medium,Normal (185+),No,LCB,"Jul 3, 2021",,2026,187cm,76kg,16800000.0,5,
256080,Guille Rosas,22,https://cdn.sofifa.net/players/256/080/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,65,76,Real Sporting de Gijón,https://cdn.sofifa.net/teams/459/30.png,1500000.0,2000.0,1707,Right,1.0,3.0,2.0,High/ Medium,Normal (170-185),No,RB,"Jul 1, 2019",,2025,174cm,67kg,2700000.0,2,
230055,N. Hämäläinen,25,https://cdn.sofifa.net/players/230/055/23_60.png,Finland,https://cdn.sofifa.net/flags/fi.png,66,68,Queens Park Rangers,https://cdn.sofifa.net/teams/15/30.png,975000.0,9000.0,1707,Left,1.0,3.0,2.0,Medium/ Medium,Lean (170-185),No,LWB,"Sep 18, 2014",,2024,176cm,74kg,1900000.0,16,
232413,A. Dijksteel,25,https://cdn.sofifa.net/players/232/413/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,71,75,Middlesbrough,https://cdn.sofifa.net/teams/12/30.png,2300000.0,16000.0,1707,Right,1.0,2.0,2.0,Low/ High,Normal (170-185),No,RCB,"Aug 7, 2019",,2025,183cm,72kg,4500000.0,15,
252146,Franquesa,25,https://cdn.sofifa.net/players/252/146/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,68,72,Levante Unión Deportiva,https://cdn.sofifa.net/teams/1853/30.png,1600000.0,5000.0,1707,Left,1.0,2.0,2.0,Medium/ Medium,Lean (170-185),No,SUB,"Jul 3, 2021",,2025,174cm,70kg,2700000.0,3,
265695,M. Soulé,19,https://cdn.sofifa.net/players/265/695/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,68,85,Juventus,https://cdn.sofifa.net/teams/45/30.png,3100000.0,20000.0,1707,Left,1.0,4.0,4.0,High/ Medium,Lean (170-185),No,RES,"Sep 11, 2021",,2024,176cm,69kg,7200000.0,49,
262380,F. Jaritz,24,https://cdn.sofifa.net/players/262/380/23_60.png,Austria,https://cdn.sofifa.net/flags/at.png,65,68,SK Austria Klagenfurt,https://cdn.sofifa.net/teams/1787/30.png,975000.0,3000.0,1707,Left,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,LM,"Jul 1, 2016",,2024,180cm,70kg,1500000.0,7,
264383,O. Ndah,24,https://cdn.sofifa.net/players/264/383/23_60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png,70,78,Orlando Pirates,https://cdn.sofifa.net/teams/110930/30.png,3300000.0,500.0,1707,Right,1.0,3.0,2.0,Medium/ Medium,Lean (185+),No,LCB,"Aug 26, 2021",,2024,190cm,80kg,7900000.0,49,
253904,J. Castillo,21,https://cdn.sofifa.net/players/253/904/23_60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png,64,75,Metropolitanos de Caracas FC,https://cdn.sofifa.net/teams/112914/30.png,1300000.0,500.0,1706,Right,1.0,3.0,4.0,High/ Low,Normal (170-185),No,LW,"Jan 2, 2019",,2023,175cm,75kg,3100000.0,15,
270390,Marquinhos,19,https://cdn.sofifa.net/players/270/390/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,73,86,Arsenal,https://cdn.sofifa.net/teams/1/30.png,7000000.0,30000.0,1706,Left,1.0,3.0,3.0,High/ High,Lean (170-185),No,RES,"Jul 1, 2022",,2026,183cm,77kg,17700000.0,27,
246928,Iván Martín,23,https://cdn.sofifa.net/players/246/928/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,70,79,Girona FC,https://cdn.sofifa.net/teams/110062/30.png,3500000.0,14000.0,1706,Left,1.0,3.0,3.0,High/ Low,Normal (170-185),No,SUB,,"<a href=""/team/483/villarreal-cf/"">Villarreal CF</a>","Jun 30, 2023",178cm,70kg,,12,
236988,E. Nketiah,23,https://cdn.sofifa.net/players/236/988/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,73,80,Arsenal,https://cdn.sofifa.net/teams/1/30.png,6000000.0,51000.0,1706,Right,1.0,3.0,3.0,High/ Medium,Lean (170-185),Yes,SUB,"Sep 14, 2016",,2027,180cm,73kg,12600000.0,14,
260410,N. Iino,24,https://cdn.sofifa.net/players/260/410/22_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,66,69,Sagan Tosu,https://cdn.sofifa.net/teams/113160/30.png,1200000.0,1000.0,1706,Right,1.0,3.0,2.0,High/ Medium,Lean (170-185),No,RM,"Jan 9, 2021",,2023,173cm,65kg,1600000.0,2,
259786,F. Vera,24,https://cdn.sofifa.net/players/259/786/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,70,76,Unión de Santa Fe,https://cdn.sofifa.net/teams/111716/30.png,2400000.0,6000.0,1706,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,RB,"Aug 15, 2020",,2023,178cm,75kg,4099999.9999999995,16,
227903,M. Romero,23,https://cdn.sofifa.net/players/227/903/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,70,78,Racing Club,https://cdn.sofifa.net/teams/101085/30.png,3600000.0,9000.0,1706,Right,1.0,5.0,3.0,Medium/ Medium,Normal (170-185),No,SUB,,"<a href=""/team/247/psv/"">PSV</a>","Dec 31, 2023",179cm,72kg,,15,
261993,Álex Cardero,18,https://cdn.sofifa.net/players/261/993/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,63,76,Real Oviedo,https://cdn.sofifa.net/teams/110827/30.png,1100000.0,800.0,1706,Right,1.0,4.0,4.0,High/ Medium,Lean (170-185),No,RES,"Aug 30, 2020",,2023,178cm,70kg,2400000.0,27,
258725,A. Çankaya,24,https://cdn.sofifa.net/players/258/725/23_60.png,Turkey,https://cdn.sofifa.net/flags/tr.png,66,72,MKE Ankaragücü,https://cdn.sofifa.net/teams/101007/30.png,1200000.0,4000.0,1706,Right,1.0,2.0,2.0,Medium/ High,Normal (170-185),No,RCB,"Sep 10, 2020",,2023,180cm,78kg,2600000.0,4,
271213,S. Giovane,19,https://cdn.sofifa.net/players/271/213/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,59,73,Ascoli,https://cdn.sofifa.net/teams/1847/30.png,525000.0,500.0,1706,Left,1.0,3.0,3.0,Medium/ High,Normal (170-185),No,RES,"Sep 1, 2020",,2024,181cm,72kg,1200000.0,32,
253451,M. Lebusa,29,https://cdn.sofifa.net/players/253/451/23_60.png,South Africa,https://cdn.sofifa.net/flags/za.png,71,71,Mamelodi Sundowns FC,https://cdn.sofifa.net/teams/110935/30.png,1600000.0,800.0,1706,Left,1.0,3.0,2.0,Medium/ Medium,Lean (170-185),No,LCB,"Aug 3, 2018",,2023,183cm,74kg,3500000.0,5,
269947,K. Spadanuda,25,https://cdn.sofifa.net/players/269/947/23_60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png,69,72,AC Ajaccio,https://cdn.sofifa.net/teams/614/30.png,1800000.0,9000.0,1706,Right,1.0,3.0,2.0,High/ Medium,Normal (170-185),No,SUB,"Jul 1, 2022",,2025,177cm,72kg,3700000.0,27,
236524,A. Ahmedhodžić,23,https://cdn.sofifa.net/players/236/524/23_60.png,Bosnia and Herzegovina,https://cdn.sofifa.net/flags/ba.png,72,82,Sheffield United,https://cdn.sofifa.net/teams/1794/30.png,4900000.0,16000.0,1706,Right,1.0,3.0,2.0,Medium/ Medium,Lean (185+),No,SUB,"Jul 6, 2022",,2026,195cm,84kg,10300000.0,15,
257579,D. Peeters,22,https://cdn.sofifa.net/players/257/579/22_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,65,72,Standard de Liège,https://cdn.sofifa.net/teams/232/30.png,1400000.0,3000.0,1706,Right,1.0,2.0,2.0,Medium/ Medium,Normal (185+),No,SUB,"Jul 1, 2020",,2024,185cm,75kg,2400000.0,15,
240826,L. Sørensen,22,https://cdn.sofifa.net/players/240/826/23_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,62,67,Lincoln City,https://cdn.sofifa.net/teams/149/30.png,600000.0,2000.0,1706,Right,1.0,3.0,2.0,Medium/ Medium,Lean (185+),No,CDM,"Jul 23, 2021",,2024,185cm,78kg,1100000.0,21,
246121,S. Kelly,21,https://cdn.sofifa.net/players/246/121/22_60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png,61,72,Salford City,https://cdn.sofifa.net/teams/113926/30.png,725000.0,6000.0,1706,Right,1.0,3.0,2.0,High/ Medium,Lean (170-185),No,RCM,,"<a href=""/team/86/rangers-fc/"">Rangers FC</a>","Jun 30, 2022",174cm,68kg,,17,
257831,A. Sanyang,23,https://cdn.sofifa.net/players/257/831/23_60.png,Gambia,https://cdn.sofifa.net/flags/gm.png,66,74,Grenoble Foot 38,https://cdn.sofifa.net/teams/1805/30.png,1900000.0,2000.0,1706,Left,1.0,3.0,3.0,High/ High,Normal (170-185),No,LW,"Feb 1, 2022",,2024,173cm,69kg,3700000.0,2,
252162,A. Ueda,23,https://cdn.sofifa.net/players/252/162/23_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,70,75,KSV Cercle Brugge,https://cdn.sofifa.net/teams/1750/30.png,2400000.0,8000.0,1706,Right,1.0,3.0,2.0,Medium/ Low,Normal (170-185),No,ST,"Jul 1, 2022",,2026,182cm,76kg,3700000.0,36,
256942,E. Martel,20,https://cdn.sofifa.net/players/256/942/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,67,84,1. FC Köln,https://cdn.sofifa.net/teams/31/30.png,2500000.0,6000.0,1706,Right,1.0,3.0,2.0,Medium/ Medium,Normal (185+),No,SUB,"Jul 1, 2022",,2026,187cm,81kg,6100000.0,6,
